"business_id","location_id","name","business_type","product_type","owner_experience_years","work_hours_per_day","work_days_per_week","store_area_m2","rent_monthly","staff_cost_monthly","utilities_cost_monthly","opening_date","created_at"
736,34,Ain Shams Night Cafe,cafe,coffee_beverages,8,16,7,95,17500.00,16500.00,5200.00,2020-10-11,2026-01-19 16:03:50.006 +0200
737,34,Ain Shams Late Grill,restaurant,grilled_food,22,16,7,165,18500.00,31000.00,6600.00,2015-12-06,2026-01-19 16:03:50.006 +0200
738,34,Ain Shams Mini Grocery,grocery,food_items,10,13,7,105,15000.00,17000.00,3300.00,2021-02-09,2026-01-19 16:03:50.006 +0200
739,34,Ain Shams Phone Accessories,retail,mobile_accessories,6,11,6,55,14500.00,9500.00,2200.00,2022-04-18,2026-01-19 16:03:50.006 +0200
740,34,Ain Shams Coffee Kiosk,cafe,coffee_beverages,5,11,7,45,14000.00,9000.00,2100.00,2023-03-02,2026-01-19 16:03:50.006 +0200
741,32,El Matareya Night Cafe,cafe,coffee_beverages,7,16,7,90,16500.00,15500.00,5000.00,2020-09-29,2026-01-19 16:03:50.006 +0200
742,32,El Matareya Late Grill,restaurant,grilled_food,21,16,7,155,17500.00,30000.00,6400.00,2015-11-19,2026-01-19 16:03:50.006 +0200
743,32,El Matareya Mini Grocery,grocery,food_items,9,13,7,95,14500.00,15500.00,3000.00,2021-01-22,2026-01-19 16:03:50.006 +0200
744,32,El Matareya Phone Accessories,retail,mobile_accessories,5,11,6,50,14000.00,9000.00,2100.00,2022-06-06,2026-01-19 16:03:50.006 +0200
745,32,El Matareya Coffee Kiosk,cafe,coffee_beverages,4,11,7,40,13500.00,8500.00,2000.00,2023-01-25,2026-01-19 16:03:50.006 +0200
746,26,Heliopolis Fringe Auto Parts,retail,auto_parts,20,11,6,120,26000.00,18000.00,3600.00,2016-08-17,2026-01-19 16:03:50.006 +0200
747,27,Heliopolis Fringe Tyres Shop,retail,auto_parts,22,11,6,125,27000.00,18500.00,3700.00,2015-10-29,2026-01-19 16:03:50.006 +0200
748,28,Heliopolis Fringe Garage,service,auto_repair,26,10,6,170,30000.00,25000.00,5200.00,2012-06-13,2026-01-19 16:03:50.006 +0200
749,29,Heliopolis Fringe Fuel Snacks,restaurant,snacks,6,12,7,55,25000.00,12000.00,2900.00,2022-09-01,2026-01-19 16:03:50.006 +0200
750,30,Heliopolis Fringe Grocery Express,grocery,food_items,11,14,7,105,24500.00,17000.00,3400.00,2019-07-07,2026-01-19 16:03:50.006 +0200
